Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
181748,1602.238,587.5345751,395.9814683,1.483742604,0.738757487,183366,481.049624,0.820354957,0.991176118,0.889662836,0.818759686,0.003232688,0.000896127,0.670367423,0.994652706,BOMBAY
181822,1603.247,579.5137629,401.9407076,1.441789179,0.720377032,183395,481.1475455,0.766269671,0.991422885,0.888905151,0.830260774,0.003187259,0.000934233,0.689332953,0.993872793,BOMBAY
181877,1596.933,596.6735481,389.934948,1.53018741,0.756913805,183602,481.220312,0.788400935,0.990604678,0.896219223,0.806505188,0.003280643,0.000856185,0.650450618,0.995311346,BOMBAY
181985,1622.689,597.6705159,390.6550596,1.529918789,0.756814721,184037,481.363167,0.771816208,0.988850068,0.868510099,0.805398885,0.003284175,0.000852413,0.648667364,0.992408388,BOMBAY
181992,1639.252,642.9683401,363.7281438,1.767716771,0.824610109,184472,481.3724247,0.808117049,0.986556225,0.851080651,0.748672049,0.003532948,0.000684674,0.560509837,0.990822639,BOMBAY
182090,1621.335,617.0719422,379.3651246,1.626591118,0.788696578,183882,481.5020132,0.770881842,0.99025462,0.870463257,0.780301259,0.003388829,0.000774959,0.608870054,0.990382622,BOMBAY
182178,1655.89,635.9195747,368.3386072,1.726453763,0.815169845,183979,481.6183487,0.796302124,0.990210839,0.834916083,0.757357326,0.00349065,0.000708418,0.573590119,0.99027682,BOMBAY
182361,1634.593,608.4481311,385.2641755,1.579301087,0.773995183,184578,481.8601837,0.827034014,0.987988818,0.857674622,0.791949484,0.003336504,0.000809583,0.627183986,0.99051235,BOMBAY
182494,1653.298,614.2726257,387.0123388,1.587217161,0.776567947,189173,482.0358674,0.745603857,0.964693693,0.83898882,0.784726272,0.003365988,0.000787345,0.615795322,0.977400902,BOMBAY
182755,1630.171,616.8017129,379.60729,1.624841591,0.788180139,184677,482.3804443,0.824029903,0.98959264,0.864197102,0.78206729,0.00337502,0.000778812,0.611629247,0.993800638,BOMBAY
182835,1612.474,572.7845688,408.7107613,1.401442348,0.700603718,184739,482.4860124,0.813619737,0.989693568,0.883657075,0.842351625,0.003132795,0.000972939,0.709556261,0.994402192,BOMBAY
182940,1636.335,624.297759,376.421904,1.658505396,0.797777077,185434,482.6245355,0.792689268,0.986550471,0.858566817,0.773067865,0.003412582,0.000751854,0.597633924,0.991179087,BOMBAY
182972,1640.716,587.4675312,398.9277317,1.472616428,0.734079576,185353,482.6667442,0.832504493,0.987154241,0.85413727,0.821605823,0.003210696,0.000902471,0.675036128,0.994069291,BOMBAY
182976,1623.533,617.4970769,380.3828735,1.623356676,0.787740233,184527,482.67202,0.793546708,0.991594726,0.872331896,0.781658793,0.003374744,0.000777122,0.610990469,0.991855457,BOMBAY
183019,1641.758,624.6280809,375.9565751,1.661436778,0.798579995,184890,482.7287315,0.716751846,0.989880469,0.853272521,0.772825856,0.003412914,0.000750986,0.597259804,0.992309405,BOMBAY
183093,1626.402,606.628063,386.8273814,1.568213865,0.770311209,185169,482.8263124,0.775817797,0.98878862,0.869812822,0.795918194,0.003313224,0.000820171,0.633485772,0.993441171,BOMBAY
183153,1627.014,608.6434692,385.1108888,1.580436926,0.774367242,185326,482.9054176,0.768578395,0.988274716,0.869443412,0.793412633,0.003323142,0.000812316,0.629503607,0.994890745,BOMBAY
183243,1653.91,621.0828564,380.4553283,1.632472488,0.790418086,187180,483.0240511,0.783571942,0.97896677,0.841808896,0.777712742,0.003389395,0.000764854,0.604837109,0.98737994,BOMBAY
183410,1635.855,614.4548917,384.2737319,1.599003108,0.780312618,185080,483.2441049,0.754252204,0.990976875,0.86127782,0.786459855,0.003350171,0.000790593,0.618519103,0.989013968,BOMBAY
183422,1639.468,621.549178,380.415314,1.633870023,0.790823874,186364,483.2599133,0.789931094,0.984213689,0.857542001,0.777508732,0.003388629,0.00076388,0.604519828,0.987706826,BOMBAY
183483,1669.563,634.1044843,374.9097183,1.691352487,0.806493607,187798,483.3402646,0.763253132,0.977023184,0.827180091,0.762240729,0.00345593,0.000719637,0.58101093,0.98269428,BOMBAY
183612,1610.186,590.3071646,396.9258523,1.487197574,0.740182875,185076,483.5101439,0.797979974,0.992089736,0.889936117,0.81908229,0.003214971,0.000892621,0.670895797,0.997754602,BOMBAY
183754,1630.759,625.5357421,376.067177,1.663361709,0.799104499,185287,483.6970739,0.822621947,0.991726349,0.868294595,0.773252496,0.003404202,0.000750724,0.597919423,0.994556272,BOMBAY
183825,1594.423,582.2252398,402.7620548,1.445581163,0.72212432,185116,483.7905118,0.797851563,0.993025995,0.908672401,0.830933595,0.00316728,0.00093139,0.69045064,0.998102439,BOMBAY
183924,1623.448,631.112949,373.1654798,1.691241508,0.806465163,185666,483.9207683,0.76097561,0.990617561,0.876943276,0.766773632,0.003431379,0.000731673,0.587941803,0.994351582,BOMBAY
184018,1653.655,627.8334712,376.1729395,1.66900222,0.800629029,186286,484.0444138,0.827895551,0.987825172,0.845629945,0.770975802,0.003411805,0.000743579,0.594403687,0.992061073,BOMBAY
184172,1632.704,632.6632699,373.8460925,1.692309436,0.806738598,186777,484.2469137,0.809931748,0.986052887,0.868197548,0.76541019,0.003435176,0.000727287,0.585852759,0.991444152,BOMBAY
184245,1671.122,620.9515398,385.1374477,1.612285545,0.784414055,189905,484.3428743,0.725508263,0.970195624,0.829066299,0.780001084,0.003370249,0.000769525,0.608401691,0.980917253,BOMBAY
184246,1642.028,646.5775398,365.2053645,1.770449185,0.825208377,186178,484.3441887,0.754945667,0.989622834,0.858710583,0.749089102,0.003509317,0.00068161,0.561134483,0.993460088,BOMBAY
184259,1644.594,628.1734098,377.5461788,1.663831989,0.799232312,186648,484.3612756,0.815168246,0.987200506,0.856093443,0.771063003,0.003409187,0.000743344,0.594538154,0.9892116,BOMBAY
184362,1653.005,615.7104168,384.505067,1.60130638,0.781032714,187863,484.4966346,0.785093771,0.981364079,0.847877168,0.78689043,0.003339682,0.000789845,0.619196549,0.991523384,BOMBAY
184398,1623.758,613.8688831,385.6430029,1.591806096,0.778037997,187032,484.5439356,0.812054114,0.985916848,0.878867617,0.789328062,0.003329043,0.00079713,0.623038789,0.991756943,BOMBAY
184491,1656.324,618.6363355,383.1531609,1.614592802,0.785114057,187848,484.6661086,0.766795511,0.982129168,0.845073453,0.78344268,0.003353206,0.000779236,0.613782433,0.991008698,BOMBAY
184715,1664.133,643.8353874,368.5698852,1.746847513,0.81993278,187214,484.9602484,0.798733028,0.986651639,0.838177431,0.753236398,0.003485561,0.000692114,0.567365072,0.991100265,BOMBAY
184827,1607.292,599.8428246,393.4595067,1.52453509,0.754815056,186978,485.1072514,0.791838571,0.988495973,0.899053865,0.808723938,0.003245429,0.000856353,0.654034408,0.997098405,BOMBAY
184936,1622.171,621.6169728,380.3633655,1.634271408,0.790940189,186576,485.250274,0.749362821,0.991210016,0.883157289,0.780625844,0.003361255,0.000769933,0.609376708,0.995886931,BOMBAY
185104,1607.624,588.7555844,402.5758805,1.462471084,0.729693661,187253,485.4706301,0.796639639,0.988523548,0.900029419,0.824570744,0.003180675,0.000907007,0.679916911,0.994358823,BOMBAY
185149,1647.795,645.0968411,368.5878257,1.750184884,0.820693835,186539,485.5296371,0.83314134,0.992548475,0.856889603,0.752646124,0.003484204,0.000689678,0.566476188,0.991438062,BOMBAY
185350,1641.849,604.6545875,392.9410131,1.538792255,0.760053674,187679,485.793114,0.82800243,0.987590514,0.864044338,0.803422523,0.003262231,0.000838437,0.64548775,0.99327155,BOMBAY
185677,1612.79,582.4894601,408.7146632,1.425173874,0.712503289,187533,486.2214505,0.767399858,0.990103075,0.897041077,0.83473004,0.003137112,0.000939494,0.69677424,0.993024444,BOMBAY
185896,1652.683,618.1100834,387.6740194,1.594406776,0.778864267,187616,486.5081072,0.806693224,0.990832338,0.855265176,0.787089744,0.003325032,0.000787177,0.619510265,0.987751364,BOMBAY
185950,1641.868,622.9177351,383.0486918,1.626210319,0.788584341,188551,486.5787638,0.813920915,0.986205324,0.86682129,0.781128448,0.003349921,0.000769315,0.610161652,0.992251175,BOMBAY
186003,1660.027,633.3096037,374.2694279,1.692122189,0.806690699,187431,486.6481019,0.778470205,0.992381196,0.848202424,0.768420531,0.003404835,0.000732271,0.590470112,0.999147579,BOMBAY
186103,1646.095,622.0727101,384.8835009,1.616262346,0.785618328,189236,486.7789015,0.797664052,0.983443954,0.863084757,0.782511262,0.003342626,0.00077309,0.612323875,0.989676023,BOMBAY
186401,1757.418,672.2481021,359.7590937,1.868606281,0.844751849,191438,487.1684764,0.773047175,0.973688609,0.758416829,0.724685536,0.003606462,0.000613563,0.525169126,0.981334328,BOMBAY
186431,1677.124,642.8633744,375.0821166,1.71392702,0.812145171,189926,487.2076781,0.814002532,0.981598096,0.832909174,0.757871264,0.003448264,0.000701717,0.574368853,0.984426296,BOMBAY
186439,1663.337,627.8109193,382.6947468,1.640500489,0.792732192,188370,487.2181313,0.848622642,0.989748898,0.846810301,0.776058709,0.00336738,0.000753443,0.602267119,0.988019504,BOMBAY
186509,1672.052,655.6987562,366.1175097,1.790951645,0.829597171,189519,487.3095877,0.844016146,0.984117687,0.838320523,0.743191264,0.003515641,0.000661587,0.552333255,0.989202152,BOMBAY
186519,1621.151,583.4342733,410.5504252,1.421102592,0.710518061,188837,487.3226515,0.833016239,0.987724863,0.891838066,0.835265725,0.003128015,0.000939177,0.697668832,0.991458985,BOMBAY
186542,1664.973,624.6485737,383.9255226,1.627004554,0.788818326,188989,487.3526969,0.765385294,0.987052156,0.845613879,0.780203009,0.003348568,0.000765366,0.608716736,0.990384901,BOMBAY
186618,1640.612,609.8680528,391.8326654,1.556450257,0.766296076,188480,487.4519642,0.802865256,0.990120968,0.871267726,0.799274469,0.003268002,0.000822708,0.638839677,0.99432218,BOMBAY
186765,1648.501,635.8735911,377.526881,1.684313417,0.804676337,188680,487.6439106,0.808044754,0.989850541,0.863628422,0.766888132,0.003404672,0.000726412,0.588117407,0.99057404,BOMBAY
187129,1600.835,576.3698506,416.2622526,1.384631556,0.691669896,189047,488.1188818,0.773110181,0.989854375,0.917609326,0.846884828,0.003080067,0.000977321,0.717213912,0.993077015,BOMBAY
187588,1654.357,593.1580854,405.8803103,1.461411333,0.729228705,189950,488.7171572,0.716110462,0.987565149,0.861303973,0.823923958,0.003162026,0.000898863,0.678850688,0.992080089,BOMBAY
187645,1652.744,630.5905427,381.280443,1.653875918,0.79649867,189828,488.7914017,0.796641831,0.988500116,0.863248202,0.775132782,0.003360551,0.000748333,0.60083083,0.99369964,BOMBAY
187761,1664.833,615.0686123,393.7663939,1.56201398,0.768208999,192202,488.942461,0.816710816,0.976894101,0.851282885,0.794939705,0.003275806,0.000806928,0.631929134,0.987082142,BOMBAY
187777,1674.447,638.4466932,376.9398753,1.69376268,0.807109712,190000,488.9632931,0.821206158,0.9883,0.841607213,0.765863929,0.003400026,0.000721553,0.586547558,0.993472364,BOMBAY
188247,1691.965,664.1887128,368.0132442,1.804795679,0.832463864,194252,489.5748406,0.727547132,0.969086547,0.826333154,0.737102018,0.003528283,0.000642471,0.543319385,0.980580479,BOMBAY
188362,1657.968,639.8234602,377.824013,1.69344308,0.807028193,191016,489.7243583,0.810619362,0.986105876,0.861094606,0.765405442,0.003396776,0.000719139,0.585845491,0.992095992,BOMBAY
188557,1648.893,620.4363873,390.1882187,1.590095132,0.777491708,190364,489.977784,0.73357065,0.990507659,0.871500369,0.789730896,0.003290445,0.000789498,0.623674888,0.991702404,BOMBAY
188888,1655.013,630.198992,384.8905254,1.637346077,0.791827784,191255,490.4076581,0.778823238,0.987623853,0.866585491,0.778179058,0.003336363,0.000754695,0.605562647,0.991515624,BOMBAY
188980,1696.319,650.0019914,374.7298894,1.734588059,0.817093087,192822,490.5270728,0.645608713,0.980074888,0.82529774,0.754654723,0.003439528,0.000688132,0.569503751,0.987854406,BOMBAY
189236,1659.042,616.7189285,394.2323971,1.564353749,0.769005963,191867,490.8592043,0.69624277,0.986287376,0.863970397,0.795920446,0.003258994,0.000806755,0.633489356,0.991001449,BOMBAY
189378,1715.619,651.0513743,378.4024657,1.720526247,0.813748237,195616,491.0433367,0.736885112,0.968110993,0.808532898,0.754231319,0.003437841,0.000686252,0.568864882,0.978746961,BOMBAY
189503,1676.898,651.1912386,373.2266916,1.744760633,0.819454304,191559,491.2053679,0.796686342,0.989267014,0.846862028,0.754318146,0.003436311,0.000686263,0.568995866,0.992761587,BOMBAY
190062,1654.448,631.5148944,384.6502895,1.641789728,0.793100038,191654,491.9293185,0.763718336,0.991693364,0.872567264,0.778967088,0.003322678,0.000754648,0.606789725,0.996221137,BOMBAY
190130,1653.353,632.0055466,385.2937073,1.640321486,0.792681037,191870,492.0173113,0.81492435,0.99093136,0.874036032,0.778501572,0.003324071,0.000753161,0.606064697,0.994140945,BOMBAY
190239,1658.79,615.3651524,394.5142925,1.559804458,0.76745234,192195,492.1583259,0.790134071,0.989822836,0.868813582,0.799782575,0.003234695,0.000816396,0.639652167,0.997732301,BOMBAY
190505,1693.703,648.0574493,376.3201004,1.722090977,0.814125178,192570,492.5022837,0.781703289,0.989276627,0.834529569,0.759967013,0.003401787,0.000699948,0.57754986,0.994593403,BOMBAY
190600,1660.623,619.8668961,394.902905,1.569669122,0.770800216,192978,492.6250676,0.780316057,0.987677352,0.868541677,0.794727176,0.003252187,0.000800253,0.631591284,0.991389336,BOMBAY
190728,1696.174,665.988505,368.9420171,1.805130547,0.832532268,192377,492.7904543,0.83665475,0.991428289,0.833073875,0.739938378,0.003491823,0.000645675,0.547508804,0.988324866,BOMBAY
190919,1627.569,596.8968719,408.8116613,1.4600779,0.728641811,192563,493.0371392,0.777129669,0.991462534,0.905691301,0.826000541,0.00312644,0.000897741,0.682276894,0.996177415,BOMBAY
191042,1677.604,629.0483912,389.4610204,1.615176765,0.785290653,193440,493.1959338,0.775250988,0.987603391,0.853021179,0.784034966,0.003292723,0.000767497,0.614710827,0.992866646,BOMBAY
191093,1686.806,635.7172404,386.4785077,1.644896748,0.793982285,194125,493.2617604,0.767047462,0.984381198,0.843964868,0.77591377,0.003326743,0.000743794,0.602042178,0.990297221,BOMBAY
191366,1681.844,642.8971264,383.3926337,1.676863533,0.802723457,193330,493.6139774,0.784119778,0.989841204,0.850165002,0.767796211,0.003359516,0.000720179,0.589511021,0.988529534,BOMBAY
191369,1683.208,650.4560824,381.3812679,1.705527085,0.81007302,194562,493.6178466,0.824894824,0.983588779,0.848800992,0.758879592,0.003398963,0.000695373,0.575898236,0.982210039,BOMBAY
191554,1682.544,635.3960003,385.9308518,1.646398564,0.794406592,193468,493.8563837,0.712504557,0.990106891,0.850292266,0.777241883,0.003317059,0.00074672,0.604104945,0.994597514,BOMBAY
191584,1634.627,580.6355825,421.0280125,1.379090144,0.688626991,193466,493.8950546,0.771318719,0.990272193,0.901014467,0.850611071,0.00303071,0.000978697,0.723539194,0.997825771,BOMBAY
191756,1699.14,659.992234,373.0010084,1.769411393,0.824981528,193517,494.116709,0.66201287,0.990900024,0.834642506,0.74867049,0.003441834,0.00066701,0.560507502,0.99176836,BOMBAY
192018,1667.608,637.5186106,385.1775668,1.655129129,0.796845999,193459,494.4541545,0.81848756,0.992551393,0.867688549,0.775591718,0.003320098,0.000741077,0.601542513,0.995630536,BOMBAY
192106,1680.348,605.2438765,407.4641658,1.485391667,0.739439411,194851,494.5674433,0.814008475,0.985912312,0.854972855,0.817137459,0.003150572,0.000866462,0.667713627,0.991816257,BOMBAY
192239,1729.088,678.5730082,364.1296181,1.863547963,0.843829857,194337,494.7386147,0.820272231,0.98920432,0.808010806,0.729086788,0.003529841,0.00061525,0.531567544,0.990601614,BOMBAY
192812,1678.819,654.8477552,378.2192824,1.731397064,0.81634239,194740,495.475391,0.814955704,0.99009962,0.859678711,0.756626845,0.003396302,0.000686615,0.572484183,0.991197433,BOMBAY
193432,1682.466,638.9842855,387.7218947,1.64804798,0.794871003,195899,496.2713689,0.788032363,0.987406776,0.858708166,0.77665661,0.003303405,0.000741409,0.60319549,0.994095108,BOMBAY
193584,1693.359,637.0427226,390.5938548,1.630959409,0.789977336,197382,496.4663171,0.800595533,0.980758124,0.848362069,0.779329705,0.003290782,0.000748796,0.607354789,0.990571008,BOMBAY
193700,1638.311,578.1835433,429.9621282,1.344731327,0.668576945,195583,496.6150419,0.810477207,0.990372374,0.906873665,0.858922824,0.002984943,0.001002149,0.737748418,0.992073409,BOMBAY
194219,1695.206,639.867505,392.1446533,1.63171294,0.790197019,197270,497.2799123,0.820812449,0.984533888,0.849291184,0.777160753,0.003294567,0.000741347,0.603978837,0.985520083,BOMBAY
194330,1672.373,628.0549768,395.8854849,1.586456187,0.776322666,196056,497.4219946,0.717082225,0.991196393,0.873139066,0.792003906,0.003231899,0.000784417,0.627270187,0.995136668,BOMBAY
195076,1671.831,629.855816,397.1060279,1.586114971,0.776212545,196829,498.3758395,0.796257822,0.991093792,0.8770593,0.79125385,0.003228771,0.000780693,0.626082656,0.993039073,BOMBAY
195106,1648.761,619.8388104,404.0092287,1.534219435,0.75839327,197343,498.4141597,0.791049375,0.988664407,0.901913894,0.804102859,0.003176934,0.000819284,0.646581408,0.991997763,BOMBAY
195332,1691.955,624.8906194,402.3179203,1.553225914,0.765175845,198864,498.7027439,0.75880662,0.982239118,0.857443761,0.798064059,0.003199121,0.0008005,0.636906242,0.989259279,BOMBAY
195455,1716.411,633.8275833,396.8950789,1.596965085,0.779672291,198403,498.859735,0.759024962,0.985141354,0.833708195,0.787059049,0.003242831,0.000767597,0.619461947,0.9892591,BOMBAY
196076,1692.04,641.3045356,393.1082329,1.631368875,0.790096756,199295,499.6515956,0.803965787,0.983848064,0.860623204,0.779117514,0.003270694,0.000743415,0.607024101,0.990280225,BOMBAY
196157,1685.806,643.0574262,390.6051794,1.646310546,0.794381762,198513,499.7547892,0.804502428,0.98813176,0.867358192,0.777154215,0.003278279,0.000737657,0.603968674,0.994319997,BOMBAY
196212,1747.118,682.7367865,370.0172739,1.845148415,0.840403107,199571,499.8248469,0.838269221,0.983168897,0.807776013,0.732090107,0.003479587,0.000616546,0.535955924,0.988918224,BOMBAY
196264,1668.132,628.0231974,400.8060181,1.566900618,0.769868483,198006,499.8910741,0.834455782,0.991202287,0.886318231,0.795975493,0.00319989,0.000792344,0.633576985,0.99275217,BOMBAY
196411,1687.198,654.8413345,384.0744664,1.704985339,0.809938142,197945,500.0782461,0.766673433,0.992250373,0.867048851,0.763663226,0.003334036,0.000699451,0.583181523,0.994315947,BOMBAY
197245,1702.646,642.0772453,396.0853901,1.621057634,0.787056268,200777,501.1388371,0.802082825,0.982408344,0.855002023,0.78049618,0.003255227,0.000745151,0.609174287,0.987506628,BOMBAY
197598,1687.798,641.6806396,395.1927607,1.623715572,0.787846689,199491,501.5870688,0.840263308,0.99051085,0.871668742,0.781677111,0.003247405,0.000747869,0.611019106,0.992121238,BOMBAY
198209,1672.222,617.1342071,412.1567577,1.497328857,0.744290547,200587,502.3619581,0.786762196,0.988144795,0.890728542,0.814023842,0.003113553,0.000843305,0.662634815,0.99218223,BOMBAY
198281,1725.184,650.6859375,392.475928,1.657900246,0.797610692,201595,502.453192,0.708956665,0.9835611,0.837182461,0.772190028,0.003281635,0.000719725,0.596277439,0.988568512,BOMBAY
198323,1689.617,646.5186691,393.3605137,1.643577956,0.793608541,201273,502.5064042,0.738922111,0.98534329,0.872984246,0.777249642,0.003259928,0.000733888,0.604117006,0.992913394,BOMBAY
198671,1686.769,623.2703818,410.10045,1.519799312,0.753033996,201134,502.9470883,0.792427167,0.987754432,0.877471703,0.806948482,0.003137199,0.00082055,0.651165852,0.989641414,BOMBAY
198796,1739.161,689.3857988,372.7612894,1.849402871,0.84120581,202308,503.1052857,0.825324864,0.982640331,0.825919899,0.729787713,0.003467805,0.000606765,0.532590107,0.984973672,BOMBAY
198997,1716.787,653.6835728,392.2606567,1.666452043,0.799942038,201507,503.359563,0.759298687,0.987543857,0.848444739,0.770035509,0.003284892,0.000712433,0.592954686,0.988130548,BOMBAY
199021,1747.665,705.4098964,364.7685377,1.933856195,0.855924066,202063,503.3899159,0.783763242,0.984945289,0.818827445,0.713613345,0.003544399,0.000566989,0.509244006,0.984804677,BOMBAY
199437,1707.904,634.5901354,403.7199053,1.571857436,0.771532417,201610,503.915742,0.794193191,0.989221765,0.859188955,0.794080642,0.003181908,0.000780415,0.630564066,0.991156816,BOMBAY
199669,1690.464,625.7629325,411.065652,1.522294381,0.753974953,202954,504.2087531,0.764470531,0.983814066,0.878028583,0.805750432,0.003134001,0.000814857,0.649233758,0.988324903,BOMBAY
199788,1749.634,685.9410473,375.6152944,1.826179758,0.836745993,202653,504.3589814,0.792627094,0.985862533,0.820134052,0.735280362,0.003433345,0.000619026,0.540637211,0.98730073,BOMBAY
200116,1773.379,636.1081262,402.3250586,1.581080056,0.774577472,202634,504.7728249,0.773419082,0.987573655,0.799629034,0.793533055,0.003178697,0.00077748,0.62969471,0.995597747,BOMBAY
200419,1716.101,651.2283237,394.7898344,1.649556972,0.795294421,202151,505.1548241,0.786650967,0.991432147,0.855190891,0.775695414,0.003249334,0.00072567,0.601703375,0.992543997,BOMBAY
200662,1706.597,635.674095,403.7872339,1.574279823,0.772338574,202914,505.4609713,0.775011104,0.988901702,0.865790956,0.795157417,0.003167885,0.000781199,0.632275318,0.995378275,BOMBAY
200714,1688.8,612.1030514,420.6495529,1.455137768,0.726449214,203767,505.5264602,0.711860319,0.985017201,0.884364069,0.825884561,0.003049628,0.000875193,0.682085309,0.992528094,BOMBAY
201447,1780.967,660.7194827,400.6828906,1.648983518,0.795133675,210441,506.4487008,0.693150968,0.95726118,0.798102963,0.766510923,0.003279868,0.000698408,0.587538996,0.96884212,BOMBAY
201491,1671.7,610.8914983,421.5739849,1.449073046,0.723717519,203393,506.504007,0.796800791,0.990648646,0.906043046,0.829122698,0.003031855,0.000883819,0.687444448,0.99615722,BOMBAY
201946,1713.493,665.4332105,388.2992918,1.71371214,0.812092608,203438,507.0755694,0.818307434,0.99266607,0.864331718,0.762023237,0.003295105,0.000685365,0.580679414,0.995117362,BOMBAY
202236,1685.383,633.5119695,408.9218693,1.549224967,0.763773753,203633,507.439526,0.79706455,0.993139619,0.894686971,0.800994378,0.003132538,0.000795415,0.641591994,0.993970335,BOMBAY
202280,1715.349,652.9293624,396.3776547,1.647240591,0.794643882,204687,507.4947242,0.78379101,0.988240582,0.863888756,0.777258236,0.003227849,0.000726699,0.604130365,0.995148059,BOMBAY
202363,1709.543,628.335887,413.0076401,1.521366256,0.75362561,204085,507.5988317,0.687692004,0.991562339,0.870123534,0.807846316,0.003104994,0.000815747,0.652615671,0.992867459,BOMBAY
202626,1715.46,644.7516591,406.4288112,1.58638276,0.776298976,207843,507.9285737,0.744018506,0.974899323,0.865254454,0.787789479,0.003181979,0.000755993,0.620612263,0.984528595,BOMBAY
203101,1734.279,650.4675322,402.3138876,1.616816004,0.785785139,206039,508.5235735,0.743333455,0.985740564,0.848562812,0.781781639,0.00320268,0.000737964,0.611182531,0.988169698,BOMBAY
203179,1732.071,676.9838845,388.0407184,1.744620738,0.819422158,206073,508.6212122,0.815272695,0.985956433,0.851054362,0.751304756,0.003331958,0.000654853,0.564458836,0.984766592,BOMBAY
203296,1716.579,627.5124928,416.8053569,1.505528858,0.747538554,205470,508.7676351,0.765018439,0.98941938,0.866984049,0.810768934,0.003086694,0.000822738,0.657346265,0.989653771,BOMBAY
203536,1735.247,648.1573185,401.698875,1.613540288,0.784795183,206049,509.0678579,0.774879315,0.987803872,0.849431759,0.785407868,0.003184485,0.000747481,0.61686552,0.995337369,BOMBAY
203643,1719.307,649.4395429,402.097855,1.615128096,0.785275943,206242,509.2016502,0.774584833,0.987398299,0.865710106,0.784063206,0.003189108,0.000743453,0.614755111,0.992908252,BOMBAY
203657,1685.938,605.7621375,432.3898213,1.400962991,0.70035497,206515,509.2191532,0.807355343,0.986160812,0.900380347,0.840625588,0.002974423,0.000916206,0.70665138,0.989992431,BOMBAY
203677,1728.486,662.5508971,393.5188546,1.683657312,0.804505578,205511,509.2441563,0.802263292,0.991075903,0.856682945,0.768611375,0.003252949,0.0007003,0.590763446,0.994643196,BOMBAY
203686,1722.932,660.997605,394.6847598,1.674748235,0.80216333,206087,509.2554073,0.790961373,0.988349581,0.862253109,0.770434573,0.003245179,0.00070528,0.593569431,0.994079357,BOMBAY
203688,1738.084,676.0589864,389.1160899,1.737422338,0.817755826,207028,509.2579075,0.788071066,0.983866917,0.847293324,0.753274371,0.003319091,0.000659192,0.567422278,0.98585214,BOMBAY
203793,1754.602,664.2640948,397.0850735,1.67285083,0.801658757,207056,509.3891504,0.797811619,0.984240978,0.831843996,0.766847334,0.003259504,0.000695292,0.588054834,0.983728017,BOMBAY
204023,1700.494,621.6446109,422.1989012,1.47239751,0.733986166,207033,509.6765167,0.802766083,0.985461255,0.886622576,0.819884075,0.003046934,0.000849283,0.672209896,0.989760177,BOMBAY
204413,1780.349,712.9073514,371.3047474,1.920006023,0.853659382,208732,510.16342,0.813279808,0.979308395,0.810416148,0.715609706,0.003487583,0.000564169,0.512097251,0.983229806,BOMBAY
204635,1706.37,635.1262868,412.6639162,1.539088498,0.760160606,206334,510.4403729,0.807044459,0.991765778,0.883168083,0.803683273,0.003103703,0.000798729,0.645906803,0.994107731,BOMBAY
204774,1739.277,659.2536003,398.65381,1.653699485,0.796449695,209024,510.6137038,0.811526085,0.979667407,0.850642682,0.774533053,0.00321942,0.000714689,0.59990145,0.992056719,BOMBAY
205358,1737.704,653.993204,404.0643305,1.618537333,0.786302439,207809,511.3413013,0.812147529,0.988205516,0.854613775,0.781875558,0.003184649,0.000734162,0.611329388,0.989459438,BOMBAY
205476,1746.64,679.0974408,386.4526105,1.757259292,0.822290479,207384,511.4881902,0.773850951,0.990799676,0.846377604,0.753188216,0.003304996,0.000656092,0.567292489,0.996879998,BOMBAY
205889,1779.422,687.7230434,384.4723515,1.788745122,0.829133175,208651,512.0019694,0.786183959,0.986762584,0.817118601,0.744488605,0.003340261,0.000632984,0.554263283,0.991435744,BOMBAY
206303,1734.416,666.0177998,395.9859468,1.681922819,0.804053018,207854,512.5164756,0.817592042,0.992538032,0.861804713,0.769523691,0.003228348,0.00069831,0.592166711,0.995978704,BOMBAY
206702,1735.169,663.5370804,401.7599413,1.651576009,0.79585879,209401,513.0118521,0.700684746,0.987110854,0.862722218,0.773147225,0.003210114,0.000707537,0.597756631,0.987240511,BOMBAY
206979,1795.101,712.4086751,379.0117206,1.879648138,0.846735265,214037,513.3554789,0.607021043,0.967024393,0.807157656,0.72059128,0.003441937,0.000572451,0.519251792,0.976010665,BOMBAY
207034,1753.619,665.63523,399.9981325,1.664095844,0.799303966,209699,513.4236807,0.826879144,0.987291308,0.846020823,0.771328886,0.003215101,0.000701993,0.594948251,0.990050912,BOMBAY
207561,1752.359,667.5314214,400.3320376,1.667444418,0.800209818,210438,514.0767191,0.720660382,0.986328515,0.849394514,0.770116136,0.003216073,0.000697799,0.593078863,0.98892604,BOMBAY
207673,1755.004,659.2733366,405.1692712,1.627155324,0.788862697,210788,514.2153984,0.733686858,0.985222119,0.847293119,0.779972994,0.003174574,0.000724742,0.608357872,0.98989275,BOMBAY
208477,1726.086,642.6828882,416.1311172,1.544424009,0.762073452,210800,515.2098219,0.794270714,0.988980076,0.879312309,0.8016548,0.003082752,0.000785358,0.642650418,0.992524734,BOMBAY
208502,1770.466,674.4861852,401.0171551,1.681938482,0.804057113,212629,515.2407122,0.679936996,0.980590606,0.835881873,0.763901061,0.003234915,0.000679502,0.58354483,0.981486506,BOMBAY
